Open,High,Low,Close,Volume,Dividends,Stock Splits
13.266899108886719,13.74412569553732,13.266899108886719,13.266899108886719,50000,0.0,0.0
13.171451568603516,13.171451568603516,12.980560966159986,13.171451568603516,75000,0.0,0.0
13.076005935668945,13.076005935668945,12.789670039267435,13.076005935668945,35000,0.0,0.0
12.02610969543457,12.02610969543457,11.835219065348308,12.02610969543457,60000,0.0,0.0
12.3124418258667,12.3124418258667,12.3124418258667,12.3124418258667,400,0.0,0.0
12.3124418258667,12.50333239681037,12.3124418258667,12.3124418258667,3600,0.0,0.0
12.312443057383138,12.59877894243856,12.121552467346191,12.121552467346191,3200,0.0,0.0
12.121550662700947,12.885112909170298,12.121550662700947,12.407886505126953,56800,0.0,0.0
12.407886505126953,12.598777066744292,12.312441224318285,12.407886505126953,10400,0.0,0.0
12.40788874735359,12.503334045410156,12.312443449297025,12.503334045410156,3800,0.0,0.0
12.598779678344727,12.598779678344727,12.598779678344727,12.598779678344727,1000,0.0,0.0
12.598777682282204,12.598777682282204,12.3124418258667,12.3124418258667,7700,0.0,0.0
12.312443057383138,12.312443057383138,12.026107172327716,12.121552467346191,28000,0.0,0.0
12.12155125492303,12.3124418258667,12.026105969451194,12.3124418258667,45700,0.0,0.0
12.31244354526492,13.266896533269952,12.216998246464415,13.076005935668945,383600,0.0,0.0
13.171451004458145,13.553232192993164,13.171451004458145,13.553232192993164,275600,0.0,0.0
13.553229654072135,14.507682446612428,13.266893816310048,14.412237167358398,398600,0.0,0.0
14.412236799167681,15.175799013693121,14.412236799167681,15.080353736877441,261800,0.0,0.0
15.08035788146205,15.366693790603733,14.889467275367593,15.175803184509277,135600,0.0,0.0
15.175804447975889,15.175804447975889,14.698577893008093,14.98491382598877,26300,0.0,0.0
14.984907980089064,15.080353253847592,14.030455242503773,14.698572158813477,62200,0.0,0.0
14.698576669273137,15.175803184509277,14.698576669273137,15.175803184509277,49500,0.0,0.0
15.175801010605712,15.462136878730346,15.175801010605712,15.366691589355469,79000,0.0,0.0
15.366694473638768,15.748475702797494,15.271249166349087,15.653030395507812,150100,0.0,0.0
16.607479464623236,17.84826816025601,16.607479464623236,17.752822875976562,140500,0.0,0.0
17.752826806270715,19.94806883070204,16.607483141350023,18.898170471191406,458700,0.0,0.0
18.898168444633484,19.85262139638265,17.56193431218465,18.325496673583984,105300,0.0,0.0
18.325499453787074,18.325499453787074,16.89381980895996,16.89381980895996,152800,0.0,0.0
16.893815135955812,17.561932118733722,16.03480758666992,17.180150985717773,45100,0.0,0.0
17.18015421991763,17.561935424804688,16.989263617474098,17.561935424804688,151400,0.0,0.0
17.561938291096553,17.75282892469543,17.084711707099366,17.275602340698242,85900,0.0,0.0
17.275595067621587,17.56193089747167,17.180149791004894,17.37104034423828,322900,0.0,0.0
17.37104933289276,17.466494658897663,16.416596072843706,16.607486724853516,23100,0.0,0.0
16.607479611565086,16.607479611565086,15.939362615697524,16.225698471069336,55400,0.0,0.0
16.22570511922671,16.512041091918945,16.03481447076522,16.512041091918945,15100,0.0,0.0
16.512038570339396,16.89381980895996,16.225702641373974,16.89381980895996,92900,0.0,0.0
16.89381980895996,16.89381980895996,16.607483879994536,16.89381980895996,23100,0.0,0.0
16.893818316252336,18.03916193091351,16.893818316252336,17.561935424804688,60900,0.0,0.0
17.56193672342503,17.94371795654297,17.56193672342503,17.94371795654297,242300,0.0,0.0
17.943711757659912,18.039157032966614,16.798368453979492,16.798368453979492,100900,0.0,0.0
16.798375112567832,17.18015636512619,15.175804789194803,15.939367294311523,52200,0.0,0.0
15.93936143919479,16.702923663826876,15.84391616111578,16.416587829589844,29100,0.0,0.0
16.416588719685873,17.180150985717773,16.03480758666992,17.180150985717773,101300,0.0,0.0
17.18015421991763,17.752826027248215,17.084708918695863,17.561935424804688,116300,0.0,0.0
17.561936976545947,17.657382286201088,16.79837449930482,16.89381980895996,61000,0.0,0.0
16.893822388841926,16.98926771307267,16.22570511922671,16.512041091918945,58400,0.0,0.0
16.512034326441146,16.607479611565086,15.843917330573586,16.225698471069336,44000,0.0,0.0
16.225696802139282,16.798368453979492,15.939360976219177,16.798368453979492,47300,0.0,0.0
16.798364650436312,16.893809904131974,16.321138381958008,16.321138381958008,230900,0.0,0.0
16.607485123102176,17.37104765749768,16.607485123102176,17.275602340698242,320700,0.0,0.0
17.275599772703714,17.371045075315337,16.989263864868846,17.08470916748047,375200,0.0,0.0
17.084704279899597,17.275594830513,16.798368453979492,16.798368453979492,333300,0.0,0.0
16.893818562257223,17.275599772703714,16.893818562257223,17.08470916748047,88100,0.0,0.0
17.084705702463786,17.180150985717773,16.79836985270182,17.180150985717773,35600,0.0,0.0
17.1801495552063,17.1801495552063,16.416587352752686,16.798368453979492,69200,0.0,0.0
16.79836894190589,16.893814219984897,16.034806717273803,16.416587829589844,53200,0.0,0.0
16.416587352752686,16.798368453979492,16.416587352752686,16.798368453979492,21000,0.0,0.0
16.79837145124163,16.79837145124163,16.034809112548828,16.034809112548828,14100,0.0,0.0
16.03480565900633,16.130250930786133,14.889462397648737,16.130250930786133,116400,0.0,0.0
15.843918459343188,15.843918459343188,15.46213729164817,15.748473167419434,45100,0.0,0.0
15.74847597342271,16.034811900212212,14.603132266264694,14.8894681930542,119500,0.0,0.0
14.889462706330535,14.889462706330535,14.31679106377936,14.698572158813477,91100,0.0,0.0
14.698577322610994,15.653030395507812,14.316796093452268,15.653030395507812,163600,0.0,0.0
15.653026453653972,17.180150985717773,15.653026453653972,17.180150985717773,121900,0.0,0.0
