Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
1980-03-17 00:00:00-05:00,0.0,1.4637446855591207,1.3173702955245972,1.3173702955245972,10800,0.0,0.0,TSN
1980-03-18 00:00:00-05:00,0.0,1.4637446855591207,1.3173702955245972,1.3173702955245972,8100,0.0,0.0,TSN
1980-03-19 00:00:00-05:00,0.0,1.4637446855591207,1.3173702955245972,1.3173702955245972,3150,0.0,0.0,TSN
1980-03-20 00:00:00-05:00,0.0,1.4637446855591207,1.3173702955245972,1.3173702955245972,9900,0.0,0.0,TSN
1980-03-21 00:00:00-05:00,0.0,1.3905572374333537,1.2441829442977903,1.2441829442977903,9900,0.0,0.0,TSN
1980-03-24 00:00:00-05:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,24300,0.0,0.0,TSN
1980-03-25 00:00:00-05:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,21150,0.0,0.0,TSN
1980-03-26 00:00:00-05:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,900,0.0,0.0,TSN
1980-03-27 00:00:00-05:00,0.0,1.2807766178151814,1.1344022750854492,1.1344022750854492,22950,0.0,0.0,TSN
1980-03-28 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,6750,0.0,0.0,TSN
1980-03-31 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,7200,0.0,0.0,TSN
1980-04-01 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,1800,0.0,0.0,TSN
1980-04-02 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,5850,0.0,0.0,TSN
1980-04-03 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,6300,0.0,0.0,TSN
1980-04-07 00:00:00-05:00,0.0,1.2807766178151814,1.1344022750854492,1.1344022750854492,5850,0.0,0.0,TSN
1980-04-08 00:00:00-05:00,0.0,1.244182750611753,1.0978084802627563,1.0978084802627563,18450,0.0,0.0,TSN
1980-04-09 00:00:00-05:00,0.0,1.244182750611753,1.0978084802627563,1.0978084802627563,14400,0.0,0.0,TSN
1980-04-10 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,13500,0.0,0.0,TSN
1980-04-11 00:00:00-05:00,0.0,1.3905572374333537,1.2441829442977903,1.2441829442977903,16650,0.0,0.0,TSN
1980-04-14 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,10350,0.0,0.0,TSN
1980-04-15 00:00:00-05:00,0.0,1.244182750611753,1.0978084802627563,1.0978084802627563,4950,0.0,0.0,TSN
1980-04-16 00:00:00-05:00,0.0,1.244182750611753,1.0978084802627563,1.0978084802627563,6300,0.0,0.0,TSN
1980-04-17 00:00:00-05:00,1.0978084802627563,1.0978084802627563,1.0978084802627563,1.0978084802627563,0,0.0,0.0,TSN
1980-04-18 00:00:00-05:00,0.0,1.244182750611753,1.0978084802627563,1.0978084802627563,1350,0.0,0.0,TSN
1980-04-21 00:00:00-05:00,0.0,1.2075882868010692,1.0612140893936155,1.0612140893936155,14400,0.0,0.0,TSN
1980-04-22 00:00:00-05:00,0.0,1.2807766178151814,1.1344022750854492,1.1344022750854492,13500,0.0,0.0,TSN
1980-04-23 00:00:00-05:00,0.0,1.3905572374333537,1.2441829442977903,1.2441829442977903,22050,0.0,0.0,TSN
1980-04-24 00:00:00-05:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,20250,0.0,0.0,TSN
1980-04-25 00:00:00-05:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,5400,0.0,0.0,TSN
1980-04-28 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,4500,0.0,0.0,TSN
1980-04-29 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,13050,0.0,0.0,TSN
1980-04-30 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,9900,0.0,0.0,TSN
1980-05-01 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,20700,0.0,0.0,TSN
1980-05-02 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,6750,0.0,0.0,TSN
1980-05-05 00:00:00-04:00,0.0,1.2807766178151814,1.1344022750854492,1.1344022750854492,23850,0.0,0.0,TSN
1980-05-06 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,47700,0.0,0.0,TSN
1980-05-07 00:00:00-04:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,32400,0.0,0.0,TSN
1980-05-08 00:00:00-04:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,52650,0.0,0.0,TSN
1980-05-09 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,32850,0.0,0.0,TSN
1980-05-12 00:00:00-04:00,0.0,1.3173697216061897,1.1709954738616943,1.1709954738616943,19800,0.0,0.0,TSN
1980-05-13 00:00:00-04:00,0.0,1.3539637571645813,1.207588791847229,1.207588791847229,36000,0.0,0.0,TSN
1980-05-14 00:00:00-04:00,0.0,1.4637446855591207,1.3173702955245972,1.3173702955245972,17100,0.0,0.0,TSN
1980-05-15 00:00:00-04:00,0.0,1.5003383064707243,1.35396409034729,1.35396409034729,10800,0.0,0.0,TSN
1980-05-16 00:00:00-04:00,0.0,1.6101192622118157,1.4637449979782104,1.4637449979782104,36900,0.0,0.0,TSN
1980-05-19 00:00:00-04:00,0.0,1.573525576808532,1.4271512031555176,1.4271512031555176,1350,0.0,0.0,TSN
1980-05-20 00:00:00-04:00,0.0,1.536931139191028,1.390556812286377,1.390556812286377,4950,0.0,0.0,TSN
1980-05-21 00:00:00-04:00,0.0,1.536931139191028,1.390556812286377,1.390556812286377,9000,0.0,0.0,TSN
1980-05-22 00:00:00-04:00,0.0,1.536931139191028,1.390556812286377,1.390556812286377,4500,0.0,0.0,TSN
1980-05-23 00:00:00-04:00,0.0,1.536931139191028,1.390556812286377,1.390556812286377,4500,0.0,0.0,TSN
1980-05-27 00:00:00-04:00,0.0,1.573525576808532,1.4271512031555176,1.4271512031555176,900,0.0,0.0,TSN
1980-05-28 00:00:00-04:00,0.0,1.573525576808532,1.4271512031555176,1.4271512031555176,3600,0.0,0.0,TSN
1980-05-29 00:00:00-04:00,0.0,1.6101192622118157,1.4637449979782104,1.4637449979782104,16200,0.0,0.0,TSN
1980-05-30 00:00:00-04:00,0.0,1.719899892208422,1.5735256671905518,1.5735256671905518,17100,0.0,0.0,TSN
1980-06-02 00:00:00-04:00,0.0,1.646712428377173,1.500338077545166,1.500338077545166,1800,0.0,0.0,TSN
1980-06-03 00:00:00-04:00,0.0,1.646712428377173,1.500338077545166,1.500338077545166,4950,0.0,0.0,TSN
