Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.0,0.06302064657211304,0.06269394835228669,0.06302064657211304,0,0.0,0.0
1962-01-03 00:00:00-05:00,0.0,0.06236750763519645,0.06204080954194069,0.06204080954194069,345600,0.0,0.0
1962-01-04 00:00:00-05:00,0.0,0.06236747919436629,0.06138794869184494,0.06138794869184494,216000,0.0,0.0
1962-01-05 00:00:00-05:00,0.0,0.060897910510799264,0.06040814518928528,0.06040814518928528,129600,0.0,0.0
1962-01-08 00:00:00-05:00,0.0,0.05991840523884344,0.0594286397099495,0.05942863970994949,172800,0.0,0.0
1962-01-09 00:00:00-05:00,0.0,0.06008174270391464,0.06008174270391464,0.06008174270391464,43200,0.0,0.0
1962-01-10 00:00:00-05:00,0.0,0.06138794869184494,0.06057148549630938,0.06138794869184494,172800,0.0,0.0
1962-01-11 00:00:00-05:00,0.0,0.06138797233035822,0.06106127426028251,0.061061274260282516,172800,0.0,0.0
1962-01-12 00:00:00-05:00,0.0,0.061387957497505315,0.06040814518928528,0.06040814518928528,259200,0.0,0.0
1962-01-15 00:00:00-05:00,0.0,0.060897910510799264,0.06040814518928528,0.06040814518928528,129600,0.0,0.0
1962-01-16 00:00:00-05:00,0.0,0.06089792453939153,0.06008174270391464,0.06008174270391464,345600,0.0,0.0
1962-01-17 00:00:00-05:00,0.0,0.060734843180422646,0.060081728863339984,0.06040814518928528,259200,0.0,0.0
1962-01-18 00:00:00-05:00,0.0,0.06008176389216352,0.05991841480135918,0.05991841480135918,172800,0.0,0.0
1962-01-19 00:00:00-05:00,0.0,0.06057151407003403,0.060245097636928625,0.06057151407003403,129600,0.0,0.0
1962-01-22 00:00:00-05:00,0.0,0.06008176389216352,0.05991841480135918,0.05991841480135918,172800,0.0,0.0
1962-01-23 00:00:00-05:00,0.0,0.06008175430357853,0.0594286397099495,0.05942863970994949,259200,0.0,0.0
1962-01-24 00:00:00-05:00,0.0,0.05942862357487632,0.059102207199340624,0.05926527455449104,302400,0.0,0.0
1962-01-25 00:00:00-05:00,0.0,0.05942864252834708,0.05893887697622605,0.05910222604870796,129600,0.0,0.0
1962-01-26 00:00:00-05:00,0.0,0.05942861128673984,0.05893884599208832,0.05893884599208832,561600,0.0,0.0
1962-01-29 00:00:00-05:00,0.0,0.05975531414151191,0.05910219980689655,0.05975531414151192,216000,0.0,0.0
1962-01-30 00:00:00-05:00,0.0,0.06057151983247248,0.0594286397099495,0.05942863970994949,734400,0.0,0.0
1962-01-31 00:00:00-05:00,0.0,0.06073485314846038,0.05991838970180791,0.06073485314846039,345600,0.0,0.0
1962-02-01 00:00:00-05:00,0.0,0.06122465804219246,0.06057154319663847,0.06122465804219246,388800,0.0,0.0
1962-02-02 00:00:00-05:00,0.0,0.06432658089175755,0.06138798752526888,0.06416351348161697,2160000,0.0,0.0
1962-02-05 00:00:00-05:00,0.0,0.06791855704456437,0.06595921352481149,0.06693902611732483,1944000,0.0,0.0
1962-02-06 00:00:00-05:00,0.0,0.07004095863180891,0.06759184997398418,0.06987760961055756,2289600,0.0,0.0
1962-02-07 00:00:00-05:00,0.0,0.07314290717079786,0.0705307349562645,0.0705307349562645,3369600,0.0,0.0
1962-02-08 00:00:00-05:00,0.0,0.07151025738381206,0.06938784669261508,0.0697142630815506,1382400,0.0,0.0
1962-02-09 00:00:00-05:00,0.0,0.06971428944987032,0.0682449926460527,0.06955122202634811,777600,0.0,0.0
1962-02-12 00:00:00-05:00,0.0,0.06889808177947998,0.06857166538816192,0.06889808177947998,216000,0.0,0.0
1962-02-13 00:00:00-05:00,0.0,0.06906184475240597,0.06824344063460208,0.06840717792510986,734400,0.000579,0.0
1962-02-14 00:00:00-05:00,0.0,0.06807996879331381,0.06611596879854606,0.06644344329833984,1080000,0.0,0.0
1962-02-15 00:00:00-05:00,0.0,0.06644344329833984,0.06578877663341727,0.06644344329833984,302400,0.0,0.0
1962-02-16 00:00:00-05:00,0.0,0.06644342744988484,0.06595249815195832,0.06611595302820206,172800,0.0,0.0
