Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01 00:00:00-04:00,0.0,0.1591774970293045,0.15676585817156227,0.1591774970293045,2458771,0.0,0.0
1972-06-02 00:00:00-04:00,0.1591776256685433,0.15966002597582032,0.15676598486183596,0.15724819898605347,1613885,0.0,0.0
1972-06-05 00:00:00-04:00,0.15724822651963316,0.15773062691137674,0.1558011998910514,0.15676601231098175,2585251,0.0,0.0
1972-06-06 00:00:00-04:00,0.15676589607128974,0.16110696110175357,0.15628349603723898,0.16014234721660614,2347469,0.0,0.0
1972-06-07 00:00:00-04:00,0.16014234721660614,0.16014234721660614,0.15773050995643717,0.16014234721660614,1032077,0.0,0.0
1972-06-08 00:00:00-04:00,0.16014230850058775,0.16062470841801346,0.1591774970293045,0.1591774970293045,1067491,0.0,0.0
1972-06-09 00:00:00-04:00,0.15917753551206998,0.1606247472506569,0.15917753551206998,0.16014234721660614,1563293,0.0,0.0
1972-06-12 00:00:00-04:00,0.16014246133939897,0.1630365028766193,0.16014246133939897,0.16062486171722412,1942733,0.0,0.0
1972-06-13 00:00:00-04:00,0.160624798060427,0.1630364382640713,0.15965998605069592,0.1620718240737915,2175456,0.0,0.0
1972-06-14 00:00:00-04:00,0.1620718240737915,0.1630364382640713,0.16110701206406042,0.1620718240737915,2069213,0.0,0.0
1972-06-15 00:00:00-04:00,0.16207177280628973,0.16351879836192254,0.16014234721660614,0.16014234721660614,2726909,0.0,0.0
1972-06-16 00:00:00-04:00,0.1601423076752934,0.16303634643554688,0.1582128825620111,0.16303634643554688,2398061,0.0,0.0
1972-06-19 00:00:00-04:00,0.16303643025455442,0.16496586799621582,0.16255422791104857,0.16496586799621582,1694832,0.0,0.0
1972-06-20 00:00:00-04:00,0.16496592081344158,0.16593073308467865,0.16400129472526795,0.16593073308467865,2332291,0.0,0.0
1972-06-21 00:00:00-04:00,0.16593054336928628,0.1668951567181353,0.16400110721588135,0.16400110721588135,2038858,0.0,0.0
1972-06-22 00:00:00-04:00,0.16400118029693014,0.16544820569287036,0.16255416653742327,0.16448359191417694,2438534,0.0,0.0
1972-06-23 00:00:00-04:00,0.1644835186181593,0.1649657322011585,0.16014225818192782,0.16400110721588135,1482346,0.0,0.0
1972-06-26 00:00:00-04:00,0.16400125027380238,0.16400125027380238,0.16014239787378062,0.1620718240737915,1618944,0.0,0.0
1972-06-27 00:00:00-04:00,0.1620718240737915,0.163518850087156,0.16014239787378062,0.1620718240737915,2048976,0.0,0.0
1972-06-28 00:00:00-04:00,0.1615894879262306,0.1615894879262306,0.1596600493251309,0.16062486171722412,1315392,0.0,0.0
1972-06-29 00:00:00-04:00,0.16062470759023303,0.16303634643554688,0.15965989612392195,0.16303634643554688,1118083,0.0,0.0
1972-06-30 00:00:00-04:00,0.16303647879547337,0.1659307293611738,0.16255427630840114,0.16351889073848724,2924218,0.0,0.0
1972-07-03 00:00:00-04:00,0.16351870745003155,0.1649657322011585,0.16207168269890457,0.16400110721588135,824650,0.0,0.0
1972-07-05 00:00:00-04:00,0.1649658887036627,0.16882474139849493,0.1649658887036627,0.1668953150510788,2903981,0.0,0.0
1972-07-06 00:00:00-04:00,0.1683421660122396,0.17075399007361472,0.1683421660122396,0.1702715903520584,3895584,0.0,0.0
1972-07-07 00:00:00-04:00,0.1702717732240659,0.17268361151218414,0.16930715892779033,0.17268361151218414,2119805,0.0,0.0
1972-07-10 00:00:00-04:00,0.1726835619986929,0.17509538795882962,0.17220115026092053,0.173165962100029,3091171,0.0,0.0
1972-07-11 00:00:00-04:00,0.173165962100029,0.17509538795882962,0.173165962100029,0.173165962100029,2185574,0.0,0.0
1972-07-12 00:00:00-04:00,0.17316585654068875,0.1750952812233407,0.17268345673341642,0.17364826798439026,2696554,0.0,0.0
