Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
1980-03-17 00:00:00-05:00,0.0,0.0682464142192113,0.0653425529599189,0.0653425529599189,138396,0.0,0.0,CMCSA
1980-03-18 00:00:00-05:00,0.0,0.0682464142192113,0.0653425529599189,0.0653425529599189,530518,0.0,0.0,CMCSA
1980-03-19 00:00:00-05:00,0.0,0.0675209854960658,0.0646164491772651,0.0646164491772651,738113,0.0,0.0,CMCSA
1980-03-20 00:00:00-05:00,0.0,0.0726032374324045,0.0696987062692642,0.0696987062692642,1360895,0.0,0.0,CMCSA
1980-03-21 00:00:00-05:00,0.0,0.0747809617543798,0.0718770995736122,0.0718770995736122,461320,0.0,0.0,CMCSA
1980-03-24 00:00:00-05:00,0.0,0.0740548126255834,0.0711509510874748,0.0711509510874748,322924,0.0,0.0,CMCSA
1980-03-25 00:00:00-05:00,0.0,0.0711509313564853,0.0682464018464088,0.0682464018464088,738113,0.0,0.0,CMCSA
1980-03-26 00:00:00-05:00,0.0,0.0711509313564853,0.0682464018464088,0.0682464018464088,23066,0.0,0.0,CMCSA
1980-03-27 00:00:00-05:00,0.0,0.0580825883352193,0.0551780574023723,0.0551780574023723,2168205,0.0,0.0,CMCSA
1980-03-28 00:00:00-05:00,0.0,0.0617125701934084,0.0588080398738384,0.0588080398738384,553584,0.0,0.0,CMCSA
1980-03-31 00:00:00-05:00,0.0,0.0646164504570934,0.0617125928401947,0.0617125928401947,392122,0.0,0.0,CMCSA
1980-04-01 00:00:00-05:00,0.0,0.0660686681341059,0.0631648078560829,0.0631648078560829,253726,0.0,0.0,CMCSA
1980-04-02 00:00:00-05:00,0.0,0.0660686681341059,0.0631648078560829,0.0631648078560829,46132,0.0,0.0,CMCSA
1980-04-03 00:00:00-05:00,0.0,0.0660686681341059,0.0631648078560829,0.0631648078560829,92264,0.0,0.0,CMCSA
1980-04-07 00:00:00-05:00,0.0,0.0646164504570934,0.0617125928401947,0.0617125928401947,230660,0.0,0.0,CMCSA
1980-04-08 00:00:00-05:00,0.0,0.0638903246422867,0.0609864667057991,0.0609864667057991,23066,0.0,0.0,CMCSA
1980-04-09 00:00:00-05:00,0.0,0.0638903246422867,0.0609864667057991,0.0609864667057991,184528,0.0,0.0,CMCSA
1980-04-10 00:00:00-05:00,0.0,0.0660686681341059,0.0631648078560829,0.0631648078560829,691980,0.0,0.0,CMCSA
1980-04-11 00:00:00-05:00,0.0,0.0660686681341059,0.0631648078560829,0.0631648078560829,415188,0.0,0.0,CMCSA
1980-04-14 00:00:00-05:00,0.0,0.0653425567866156,0.0624387003481388,0.0624387003481388,253726,0.0,0.0,CMCSA
1980-04-15 00:00:00-05:00,0.0,0.0653425567866156,0.0624387003481388,0.0624387003481388,599716,0.0,0.0,CMCSA
1980-04-16 00:00:00-05:00,0.0624387003481388,0.0624387003481388,0.0624387003481388,0.0624387003481388,0,0.0,0.0,CMCSA
1980-04-17 00:00:00-05:00,0.0624387003481388,0.0624387003481388,0.0624387003481388,0.0624387003481388,0,0.0,0.0,CMCSA
1980-04-18 00:00:00-05:00,0.0,0.0653425567866156,0.0624387003481388,0.0624387003481388,46132,0.0,0.0,CMCSA
1980-04-21 00:00:00-05:00,0.0,0.0653425567866156,0.0624387003481388,0.0624387003481388,23066,0.0,0.0,CMCSA
1980-04-22 00:00:00-05:00,0.0624387003481388,0.0624387003481388,0.0624387003481388,0.0624387003481388,0,0.0,0.0,CMCSA
1980-04-23 00:00:00-05:00,0.0,0.0653425567866156,0.0624387003481388,0.0624387003481388,230660,0.0,0.0,CMCSA
1980-04-24 00:00:00-05:00,0.0,0.0653425567866156,0.0624387003481388,0.0624387003481388,253726,0.0,0.0,CMCSA
1980-04-25 00:00:00-05:00,0.0,0.0675209854960658,0.0646164491772651,0.0646164491772651,784245,0.0,0.0,CMCSA
1980-04-28 00:00:00-04:00,0.0,0.0682464142192113,0.0653425529599189,0.0653425529599189,276792,0.0,0.0,CMCSA
1980-04-29 00:00:00-04:00,0.0,0.0696987229217884,0.0667948648333549,0.0667948648333549,299858,0.0,0.0,CMCSA
1980-04-30 00:00:00-04:00,0.0667948648333549,0.0667948648333549,0.0667948648333549,0.0667948648333549,0,0.0,0.0,CMCSA
1980-05-01 00:00:00-04:00,0.0,0.0696987229217884,0.0667948648333549,0.0667948648333549,253726,0.0,0.0,CMCSA
1980-05-02 00:00:00-04:00,0.0,0.0696987229217884,0.0667948648333549,0.0667948648333549,161462,0.0,0.0,CMCSA
1980-05-05 00:00:00-04:00,0.0,0.0696987229217884,0.0667948648333549,0.0667948648333549,92264,0.0,0.0,CMCSA
1980-05-06 00:00:00-04:00,0.0,0.07042481767843,0.0675209611654281,0.0675209611654281,161462,0.0,0.0,CMCSA
1980-05-07 00:00:00-04:00,0.0,0.07042481767843,0.0675209611654281,0.0675209611654281,299858,0.0,0.0,CMCSA
1980-05-08 00:00:00-04:00,0.0,0.0726032374324045,0.0696987062692642,0.0696987062692642,484386,0.0,0.0,CMCSA
1980-05-09 00:00:00-04:00,0.0,0.0740548126255834,0.0711509510874748,0.0711509510874748,853443,0.0,0.0,CMCSA
1980-05-12 00:00:00-04:00,0.0,0.0762332194006353,0.0733286887407302,0.0733286887407302,369056,0.0,0.0,CMCSA
1980-05-13 00:00:00-04:00,0.0,0.0813154995691633,0.0784109681844711,0.0784109681844711,1130235,0.0,0.0,CMCSA
1980-05-14 00:00:00-04:00,0.0,0.0769593685073001,0.0740548372268676,0.0740548372268676,830377,0.0,0.0,CMCSA
1980-05-15 00:00:00-04:00,0.0,0.0798632264532869,0.0769593641161918,0.0769593641161918,345990,0.0,0.0,CMCSA
1980-05-16 00:00:00-04:00,0.0,0.0860346977935383,0.081678569316864,0.081678569316864,784245,0.0,1.5,CMCSA
1980-05-19 00:00:00-04:00,0.0,0.0849454659453293,0.0805893391370773,0.0805893391370773,184528,0.0,0.0,CMCSA
1980-05-20 00:00:00-04:00,0.0,0.083856289063195,0.0795001611113548,0.0795001611113548,461320,0.0,0.0,CMCSA
1980-05-21 00:00:00-04:00,0.0,0.0849454659453293,0.0805893391370773,0.0805893391370773,399811,0.0,0.0,CMCSA
1980-05-22 00:00:00-04:00,0.0,0.0849454659453293,0.0805893391370773,0.0805893391370773,369056,0.0,0.0,CMCSA
1980-05-23 00:00:00-04:00,0.0,0.0925685590937717,0.0882124304771423,0.0882124304771423,922641,0.0,0.0,CMCSA
1980-05-27 00:00:00-04:00,0.0,0.0903907975654763,0.086034670472145,0.086034670472145,799622,0.0,0.0,CMCSA
1980-05-28 00:00:00-04:00,0.0,0.0903907975654763,0.086034670472145,0.086034670472145,123019,0.0,0.0,CMCSA
1980-05-29 00:00:00-04:00,0.0,0.0903907975654763,0.086034670472145,0.086034670472145,645848,0.0,0.0,CMCSA
1980-05-30 00:00:00-04:00,0.0,0.0903907975654763,0.086034670472145,0.086034670472145,153773,0.0,0.0,CMCSA
1980-06-02 00:00:00-04:00,0.0,0.0893016284463463,0.0849454998970031,0.0849454998970031,307547,0.0,0.0,CMCSA
1980-06-03 00:00:00-04:00,0.0,0.0849454659453293,0.0805893391370773,0.0805893391370773,322924,0.0,0.0,CMCSA
1980-06-04 00:00:00-04:00,0.0,0.0860346977935383,0.081678569316864,0.081678569316864,261415,0.0,0.0,CMCSA
1980-06-05 00:00:00-04:00,0.0,0.0849454659453293,0.0805893391370773,0.0805893391370773,276792,0.0,0.0,CMCSA
1980-06-06 00:00:00-04:00,0.0,0.0849454659453293,0.0805893391370773,0.0805893391370773,415188,0.0,0.0,CMCSA
1980-06-09 00:00:00-04:00,0.0,0.0925685590937717,0.0882124304771423,0.0882124304771423,1629998,0.0,0.0,CMCSA
